name,line
CHARLES, It's all right. 6 out of 12.
Gina, Out of 12? Why?
Charles," For the 12 components of food satisfaction: Salty, sweet, sour, bitter, umami, odor, sound..."
Gina," Sound? Come on, Charles. Try her nasty pie."
Charles," Oh, wow. That's the best pie I ever had."
Rosa, [Laughs]
Gina," No, no. No, no, no."
Terry, What's this?
Charles, We were running calls to pawn shops and then waiting for them to call back.
Terry, I didn't ask what you were doing. I asked what you are doing.
Rosa," Pie taste test, it's over. I won."
Terry," That's unacceptable. If you wanna know which restaurant has better pies, you can't just have one guy try one pie from each place. Everybody needs to try all the pies from both places. We gonna be here awhile."
JAKE, Debit card statement. You were at a parking meter two blocks from the jewelry store an hour before the robbery.
Dustin," Oh, no, you found out... About my wife. We both have cards, because we share a joint account, because we love each other."
Jake," You're incapable of love, and I'll prove it! Oh, I'm very tired."
Dustin," I want my lawyer, now."
Jake, Ugh! You have changed. You used to go straight to prison!
Amy, Did Whitman talk?
Jake," Oh, he talked all right."
Holt, He asked for his lawyer.
Jake," By using words, which is technically talking. We can't ask him any more questions till we find his lawyer, and we can't find his lawyer anywhere. I'm sorry."
Amy," Aah, come on. Why is there pie here?"
Jake," That's not good. I think the world of you, as a colleague and friend."
Amy," Shut up, Peralta."
Jake, Yep.
Gina, Yes!
Terry, Another one for Crust. It's not looking good for Flatbush Diner.
Rosa," Ah, come on!"
Jake, You went home and showered? That's so unfair.
Charles, I'm just glad I keep a toothbrush here.
Jake," Oh, cool. Hey, can I borrow it?"
Charles," Uh, why do you wanna borrow the toothbrush?"
Amy, What possible answer could he give that would make you say yes?
Jake, I wanna brush my teeth.
Charles," Jake, it's been in my mouth."
Amy, That's the grossest thing I've ever heard.
Jake, That's the grossest thing you've ever heard? You caught a guy on the subway with a bag of human ears.
Amy, Your thing's grosser.
Terey, Bring out the meringues.
Gina, I brought a few more.
Jake, That's so many.
Terry," You wanted something, sir?"
HOLT," Look, it's impossible to make you leave. But you do have to sleep, and that's an order."
Terry," Sir, this is not necessary. Also, can't sleep without my whale songs."
Holt," Terry, I've seen this before. Problems at home, so you stay late at the job, but that only makes it worse."
Terry," Everything's great with my wife. It's just, my brother-in-law's in town, and we do not get along. He thinks I'm a weakling."
Holt, You?
BROTHER IN LAW, Let me get that for you.
Terry, I can do it.
BIL, Tiny Terry loves his pickles.
TERRY,'He makes me feel so small.
HOLT," Who cares what he thinks? You're a police sergeant. You're a grown man. Now take your nap. And if I see the lights on in here, I'm gonna be very disappointed in you."
Lawyer, Are you the idiot that made a Friday night arrest? I was in the poconos with my wife. You ruined my entire weekend.
Jake," Get in line, because that's their attitude. Get your own attitude."
Lawyer," He has an alibi, geniuses. He was at Torque. It's a nightclub in Cape May, New Jersey, all night."
Jake, Nice try. You think I'm gonna waste six hours driving to the Jersey Shore and back on some fake alibi?
Lawyer," It's up to you. But in ten hours, he walks."
Jake," More like in ten hours, he walks into prison, when we bust him."
Holt, Let's follow up on his alibi.
Jake," Yep, you heard him, Scully, hit the road."
Holt, No. You should've looked into this before you made the arrest. You go.
Scully," Oh, Captain, I'm happy to go. I love the saltwater taffy down there."
Jake, Scully loves the saltwater taffy down there.
Holt," No, Peralta's going. Go, Peralta."
Jake," Look, I know I caused this problem, but I can fix it. We just got some new security footage in. Let me stay here and go through it. I'm gonna prove that Whitman was at the scene of the crime, even if it kills me."
Jake, This is killing me.
Amy, Good. Die.
Jake," [Sighs] You know, if it does come to that, I have but one wish before I go. Can I please put your glasses on my pen1s? I just think that would be really funny."
Charles enters the copy room," Hey, can you make copies of these warrant requests for me? I'm not your secretary."
Charles, You're everyone's secretary. That's literally your job.
Gina, And your job is lying about your taste buds?
Charles, [Sighs] I'm sorry about the whole pie blowup thing. You're right. The Flatbush Diner pie is awful.
Gina, Thank you.
Charles, It's just... I want Rosa to like me.
Gina," All right, do whatever you want, but most women don't really like it when dudes lie to them. Except for me, but I'm wired to thrive on dysfunction."
Amy," Nothing. Wait, wait, wait. This guy... 5'9 "" or 5'10"", black knit cap. Come on, come on, come on."
Jake, Gotcha!
Amy," Ugh, it's not him. Let's just arrest this guy. Who even cares anymore?"
Jake, : So how'd my new best friend Luke take it when you cancelled on him again?
Amy," Don't know, hasn't called me back. Which is what always happens, because it's impossible to be a cop and date."
Jake," Amy, look. There is a guy out there with incredibly low standards and a super weird soul patch, and he is waiting for you. Amy, my patch tingles for you. We will wed on the isle of New Jersey. Our first dance will be to Jessie's girl, because my name is definitely Jessie."
Any, It's so romantic.
Scully," Hey, guys."
Jake, Hey.
Scully," Yeah, there's good news, and there's bad news. The bad news is my saltwater taffy place was closed."
Holt, And the good news?
Scully, Whitman's alibi checked out. Security footage from Torque shows he was there.
Jake, That's not good news. That's bad news.
Scully," Right. That is bad news. Sorry, it's on me."
Holt," No, Detective Scully, it's on Peralta."
Jake," No, Captain, that's on Santiago."
Jake, It's on me. It's still on me.
Terry, This is such a disaster.
HOLT," It's not good. D.A.'s furious. Whitman and his lawyer are in my office right now, gunning for a lawsuit."
Terry," No, not that. My brother-in-law is coming to have dinner with me on his way to JFK. But also the botched investigation, that's bad too."
Amy," Okay, what can I do?"
Jake," Oh, your services will not be necessary, because you need to go home and change for your date."
Amy, What?
Jake," I called handsome Luke. I explained the weekend was entirely my fault, partially. And he wants to go out with you tonight."
Amy," Thanks, Peralta."
Jake," You're welcome. Just promise me you won't use the condoms in the secret pocket of your purse, okay? They're expired."
Amy, How do you know what's in my purse?
Jake," I needed concealer for a zit. Plus, you know, we spend so much time together here, I know everything about everyone. I know Hitchcock went bald at 15. Scully used to date Hitchcock's wife. Charles has a bike with a little basket on the front. How else would you carry baguettes? And Rosa has a shower in her apartment, I think. I got nothing on her."
Rosa, Good.
Amy," Well, I guess we did just spend 48 hours locked in here together."
Jake, Holy crap.
Amy, What?
Jake, Locked in here together.
Lawyer, So we will be filing a wrongful arrest suit against the NYPD.
DUSTIN," And when I win, I'm gonna buy club Torque, put a statue of Jake Peralta right in the middle of the dance floor."
Jakw," First off, that's a terrible threat. I would love to have a statue of myself in the middle of a dance club. Second... [Clears throat] Do me a favor, take a look at this picture, and tell me what you see."
Dustin, You and Regis Philbin.
Jake," Awesome, right? Surprisingly down-to-earth guy and definitely not the picture I meant to show you. But take a look at this. That's right, it's you and your old cell mate Marcus Cole. And here he is again outside the jewelry store. The two of you planned this together in prison. You taught him your M.O, he pulled off the robbery, you got yourself an alibi, and you split the loot. Oh, man, I can't believe he caught us. [As Regis Philbin] Of course he did, Peralta is the best! Aw, thanks, Reg."
Holt, That's enough.
Jake," Yeah, I gotta work on my Regis. Anyway, see ya in jail, Whitman."
Holt, You got anything else to say?
Charles," Hey, Rosa, the Flatbush Diner's pie is terrible. It's inedible. Food is supposed to be edible."
Rosa," So you were lying? What the hell, Boyle?"
Gina, [Giggles] Put it in the suck-it bucket.
Charles," Crust isn't any better. It's fancier, but it's all bells and whistles. Desserts don't need to be clever. They just need to be good. This is the best pie in New York City... Apple from Argos Bakery, founded 1910. Recipe unchanged. Taste it."
Rosa," Damn, it is amazing."
Gina," This pie is so good, I hate it."
Charles," You just graduated pie school, bitches. Sorry I said ""bitches,"" I'm just really worked up."
Gina," Yow! Mmm, what is that?"
Jake," Sorry for screwing up everyone's weekend. Hey, uh, drinks on me. Who's in?"
Scully," Oh, no way."
Amy," No, I got the date. I gotta change."
Jake, Come on.
Holt," Everyone's tired, Peralta. They just wanna go home."
Jake," Yeah, but I have to prove I'm not selfish, so I don't care what they want. That sounded bad. And to make up for what I did, I'll cover one shift each for all of you."
Rosa, [Laughs]
Hitchcock, No kidding?
Jake, Except Santiago.
Amy, What?
Jake, I got you your date back. One nice thing from me is all you get.
Terry, So this is my desk.
Betrothed in law," Desk jockey, huh? You just sit here, eat your pickles, wait for the criminals to turn themselves in."
Terry," Actually, I don't like pickles that much."
Holt," Terry, I'm glad I found you. There's been a development in the Russian mob case."
Terry, Oh?
Holt," Yeah, our killer has been spotted in the warehouse down by the canal. Get your gear."
Terry," So you want me first through the door, sir?"
Holt," Oh, it's just you. The SWAT team is on another call, so you'll have to do it alone."
Terry," Hey, I'm not gonna be able to make dinner tonight."
BROTHER IN LAW," Hey, no, do your thing, do your thing. Go, Terry."
Holt, You can crash on my couch. I even downloaded you some whale songs.
Terry," Thank you, sir. I'll never forget it."
Holt," Good night, Terry."
Jake," Oh, this is amazing. This is so amazing. Everything about this is amazing."
Terry, What are you talking about?
Jake," A virus got on the server and sent all of us an email with everyone's search histories. Check this out. Sergeant Jeffords searched the lnternet for ""undiscovered muscle."""
Terry, I was working out and saw a muscle in my shoulder I'd never seen before. I thought it might've been a scientific discovery.
Gina," Listen to this. Scully searched for ""how much fudge is in a calorie?"""
Scully," I never found the answer, but it was a good question."
Charles," Yes, I did, and I am thrilled with the results. Although the jar is really hot."
Jake," That's gross. And Amy searched for ""Daniel Craig hands"" plus ""close up."" Ugh."
